"39759273_0_1427898308030295194","1","Wikidata:Q11424 Work Film"
"39759273_0_1427898308030295194","3","Person"
"46671561_0_6122315295162029872","0","Work VideoGame Software"
"46671561_0_6122315295162029872","1","MusicalWork Album Work"
"38428277_0_1311643810102462607","3","Person"
"38428277_0_1311643810102462607","1","Wikidata:Q11424 Work Film"
"39107734_2_2329160387535788734","1","Infrastructure Airport Place Location ArchitecturalStructure"
"35188621_0_6058553107571275232","3","Person"
"35188621_0_6058553107571275232","1","Wikidata:Q11424 Work Film"
"9475172_1_1023126399856690702","1","Work TelevisionShow"
"37856682_0_6818907050314633217","0","Country Place PopulatedPlace Location"
"25404227_0_2240631045609013057","3","Person"
"25404227_0_2240631045609013057","1","Wikidata:Q11424 Work Film"
"20135078_0_7570343137119682530","3","Person"
"20135078_0_7570343137119682530","1","Wikidata:Q11424 Work Film"
"69881946_0_1105130426898457358","1","Wikidata:Q11424 Work Film"
"69881946_0_1105130426898457358","3","Person"
"84548468_0_5955155464119382182","3","Person"
"84548468_0_5955155464119382182","1","Wikidata:Q11424 Work Film"
"39173938_0_7916056990138658530","1","Wikidata:Q11424 Work Film"
"39173938_0_7916056990138658530","3","Person"
"21362676_0_6854186738074119688","3","Person"
"21362676_0_6854186738074119688","1","Wikidata:Q11424 Work Film"
"58891288_0_1117541047012405958","1","Wikidata:Q11424 Work Film"
"58891288_0_1117541047012405958","3","Person"
"11833461_1_3811022039809817402","0","Work VideoGame Software"
"11833461_1_3811022039809817402","1","Company Organisation"
"77694908_0_6083291340991074532","1","Wikidata:Q11424 Work Film"
"77694908_0_6083291340991074532","3","Person"
"43237185_1_3636357855502246981","3","Scientist Person"
"43237185_1_3636357855502246981","0","Scientist Person"
"43237185_1_3636357855502246981","2","University College Organisation EducationalInstitution"
"34041816_1_4749054164534706977","2","City Location Place PopulatedPlace Settlement"
"34041816_1_4749054164534706977","1","Infrastructure Airport Place Location ArchitecturalStructure"
"29414811_12_251152470253168163","4","Company Organisation"
"29414811_12_251152470253168163","1","Work VideoGame Software"
"1438042989043_35_20150728002309-00287-ip-10-236-191-2_875026214_2","0","Location Place NaturalPlace Mountain"
"84575189_0_6365692015941409487","2","WrittenWork PeriodicalLiterature AcademicJournal Work"
"16767252_0_2409448375013995751","3","Person"
"16767252_0_2409448375013995751","1","Wikidata:Q11424 Work Film"
"75367212_2_2745466355267233390","1","Company Organisation"
"75367212_2_2745466355267233390","2","Company Organisation"
"75367212_2_2745466355267233390","0","Work VideoGame Software"
"52299421_0_4473286348258170200","1","Country Place PopulatedPlace Location"
"29414811_13_8724394428539174350","4","Company Organisation"
"29414811_13_8724394428539174350","1","Work VideoGame Software"
"60319454_0_3938426910282115527","0","Eukaryote Mammal Animal Species"
"29414811_2_4773219892816395776","1","Work VideoGame Software"
"29414811_2_4773219892816395776","4","Company Organisation"
"53989675_0_8697482470743954630","0","BodyOfWater Place Location Lake NaturalPlace"
"41336118_0_4331895026409635103","0","Company Organisation"
"29414811_6_8221428333921653560","1","Work VideoGame Software"
"29414811_6_8221428333921653560","4","Company Organisation"
"10579449_0_1681126353774891032","1","WrittenWork PeriodicalLiterature Work Newspaper"
"80588006_0_6965325215443683359","1","WrittenWork PeriodicalLiterature Work Newspaper"
"9567241_0_5666388268510912770","1","WrittenWork PeriodicalLiterature Work Newspaper"
"71840765_0_6664391841933033844","0","BodyOfWater Place Location Lake NaturalPlace"
"14380604_4_3329235705746762392","1","Company Organisation"
"14380604_4_3329235705746762392","2","Country Place PopulatedPlace Location"
"1438042989018_40_20150728002309-00067-ip-10-236-191-2_57714692_2","0","Band Organisation Group"
"45073662_0_3179937335063201739","1","BaseballPlayer Person Athlete"
"1438042986423_95_20150728002306-00125-ip-10-236-191-2_88435628_5","0","SoccerPlayer Person Athlete"
"40534006_0_4617468856744635526","1","Person Wrestler Athlete"
"50270082_0_444360818941411589","1","BaseballPlayer Person Athlete"
"14067031_0_559833072073397908","1","Language"
"14067031_0_559833072073397908","7","Currency"
"14067031_0_559833072073397908","5","Place Location Settlement PopulatedPlace"
"14067031_0_559833072073397908","0","Country Place PopulatedPlace Location"
"39650055_5_7135804139753401681","1","Company Organisation"
