"1687","0","2","nextEvent"
"1687","0","3","silverMedalist"
"1697","0","1","bronzeMedalist"
"1697","0","2","nextEvent"
"1697","0","3","silverMedalist"
"169","0","1","province"
"169","0","2","province"
"169","0","3","area"
"191","0","1","province"
"191","0","2","province"
"191","0","3","area"
"1235","0","1","bronzeMedalist"
"1235","0","2","nextEvent"
"1235","0","3","silverMedalist"
"1229","0","1","bronzeMedalist"
"1229","0","2","nextEvent"
"1229","0","3","silverMedalist"
"1247","0","1","bronzeMedalist"
"1247","0","2","nextEvent"
"1247","0","3","silverMedalist"
"167","0","1","province"
"167","0","2","province"
"167","0","3","area"
"1228","0","1","bronzeMedalist"
"1228","0","2","nextEvent"
"1228","0","3","silverMedalist"
"4","0","1","province"
"4","0","2","province"
"4","0","3","province"
"4","0","4","area"
"4","0","5","area"
"1236","0","1","bronzeMedalist"
"1236","0","2","nextEvent"
"1236","0","3","silverMedalist"
"184","0","1","province"
"184","0","2","province"
"184","0","3","area"
"1692","0","1","bronzeMedalist"
"1692","0","2","nextEvent"
"1692","0","3","silverMedalist"
"187","0","1","province"
"187","0","2","province"
"187","0","3","area"
"185","0","1","province"
"185","0","2","province"
"185","0","3","area"
"162","0","1","province"
"162","0","2","province"
"162","0","3","area"
"1477","0","1","parent"
"1477","0","2","deathPlace"
"1477","0","3","spouse"
"1477","0","4","birthDate"
"160","0","1","province"
"160","0","2","province"
"160","0","3","area"
"11","0","1","province"
"11","0","2","province"
"11","0","3","province"
"11","0","4","area"
"11","0","5","area"
"1207","0","1","bronzeMedalist"
"1207","0","2","previousEvent"
"1207","0","3","silverMedalist"
"1207","0","4","nextEvent"
"1698","0","1","bronzeMedalist"
"1698","0","2","nextEvent"
"1698","0","3","silverMedalist"
"17","0","1","province"
"17","0","2","province"
"17","0","3","province"
"17","0","4","area"
"17","0","5","area"
"163","0","1","province"
"163","0","2","province"
"163","0","3","area"
"1202","0","1","bronzeMedalist"
"1202","0","2","previousEvent"
"1202","0","3","silverMedalist"
"1202","0","4","nextEvent"
"166","0","1","province"
"166","0","2","province"
"166","0","3","area"
"1246","0","1","bronzeMedalist"
"1246","0","2","nextEvent"
"1246","0","3","silverMedalist"
"19","0","1","province"
"19","0","2","province"
"19","0","3","province"
"19","0","4","area"
"19","0","5","area"
"1203","0","1","bronzeMedalist"
"1203","0","2","previousEvent"
"1203","0","3","silverMedalist"
"1203","0","4","nextEvent"
"1473","0","1","parent"
"1473","0","2","deathPlace"
"1473","0","3","spouse"
"1473","0","4","birthDate"
"1690","0","1","bronzeMedalist"
"1690","0","2","nextEvent"
"1690","0","3","silverMedalist"
"1688","0","1","bronzeMedalist"
"1688","0","2","nextEvent"
"1688","0","3","silverMedalist"
"1044","0","1","combatant"
"1044","0","2","result"
"1044","0","3","strength"
"1700","0","1","bronzeMedalist"
"1700","0","2","nextEvent"
"1700","0","3","silverMedalist"
"1212","0","1","bronzeMedalist"
"1212","0","2","previousEvent"
"1212","0","3","silverMedalist"
"1212","0","4","nextEvent"
"1040","0","1","combatant"
"1040","0","2","result"
"1040","0","3","strength"
"1481","0","1","parent"
"1481","0","2","deathPlace"
"1481","0","3","spouse"
"1481","0","4","birthDate"
"1237","0","1","bronzeMedalist"
"1237","0","2","nextEvent"
"1237","0","3","silverMedalist"
"1576","0","1","producer"
"1576","0","2","musicalArtist"
"1576","0","3","musicalArtist"
"1576","0","4","subsequentWork"
"1576","0","5","aSide"
"1233","0","1","bronzeMedalist"
"1233","0","2","nextEvent"
"1233","0","3","silverMedalist"
"1582","0","1","producer"
"1582","0","2","musicalArtist"
"1582","0","3","musicalArtist"
"1582","0","4","subsequentWork"
"1582","0","5","aSide"
"1686","0","1","bronzeMedalist"
"1686","0","2","nextEvent"
"1686","0","3","silverMedalist"
"1580","0","1","producer"
"1580","0","2","musicalArtist"
"1580","0","3","musicalArtist"
"1580","0","4","subsequentWork"
"1580","0","5","aSide"
"179","0","1","province"
"179","0","2","province"
"179","0","3","area"
"1256","0","1","locatedInArea"
"1256","0","2","locatedInArea"
"1256","0","3","locatedInArea"
"1256","0","4","locatedInArea"
"1238","0","1","bronzeMedalist"
"1238","0","2","nextEvent"
"1238","0","3","silverMedalist"
"15","0","1","province"
"15","0","2","province"
"15","0","3","province"
"15","0","4","area"
"15","0","5","area"
"183","0","1","province"
"183","0","2","province"
"183","0","3","area"
"1018","0","1","isPartOfMilitaryConflict"
"1018","0","2","place"
"1018","0","3","causalties"
"1042","0","1","combatant"
"1042","0","2","result"
"1042","0","3","strength"
"188","0","1","province"
"188","0","2","province"
"188","0","3","area"
"646","0","1","birthPlace"
"646","0","2","debutTeam"
"646","0","3","deathPlace"
"646","0","4","birthDate"
"646","0","5","deathDate"
"643","0","1","birthPlace"
"643","0","2","debutTeam"
"643","0","3","deathPlace"
"643","0","4","birthDate"
"643","0","5","deathDate"
"1478","0","1","parent"
"1478","0","2","deathPlace"
"1478","0","3","spouse"
"1478","0","4","birthDate"
"1475","0","1","parent"
"1475","0","2","deathPlace"
"1475","0","3","spouse"
"1475","0","4","birthDate"
"650","0","1","birthPlace"
"650","0","2","debutTeam"
"650","0","3","deathPlace"
"650","0","4","birthDate"
"650","0","5","deathDate"
"1241","0","1","bronzeMedalist"
"1241","0","2","nextEvent"
"1241","0","3","silverMedalist"
"449","0","1","city"
"449","0","2","city"
"449","0","3","faaLocationIdentifier"
"449","0","4","elevation"
"449","0","5","runwayLength"
"1034","0","1","combatant"
"1034","0","2","result"
"1034","0","3","strength"
"697","0","1","subsequentWork"
"697","0","2","publisher"
"697","0","3","numberOfPages"
"1036","0","1","combatant"
"1036","0","2","result"
"1036","0","3","strength"
"1469","0","1","parent"
"1469","0","2","deathPlace"
"1469","0","3","spouse"
"1469","0","4","birthDate"
"1438","0","1","routeEnd"
"1438","0","2","routeStart"
"1438","0","3","routeNumber"
"438","0","1","city"
"438","0","2","city"
"438","0","3","faaLocationIdentifier"
"438","0","4","elevation"
"438","0","5","runwayLength"
"1149","0","1","composer"
"1149","0","2","subsequentWork"
"1149","0","3","previousWork"
"1167","0","1","producer"
"1167","0","2","recordedIn"
"1167","0","3","writer"
"1167","0","4","previousWork"
"1167","0","5","recordDate"
"453","0","1","city"
"453","0","2","city"
"453","0","3","faaLocationIdentifier"
"453","0","4","elevation"
"453","0","5","runwayLength"
"943","0","1","draftTeam"
"943","0","2","team"
"943","0","3","prospectTeam"
"943","0","4","shoots"
"943","0","5","birthDate"
"1213","0","1","bronzeMedalist"
"1213","0","2","previousEvent"
"1213","0","3","silverMedalist"
"1213","0","4","nextEvent"
"158","0","1","province"
"158","0","2","province"
"158","0","3","area"
"1575","0","1","producer"
"1575","0","2","musicalArtist"
"1575","0","3","musicalArtist"
"1575","0","4","subsequentWork"
"1575","0","5","aSide"
"172","0","1","province"
"172","0","2","province"
"172","0","3","area"
"587","0","1","almaMater"
"587","0","2","deathYear"
"587","0","3","birthName"
"587","0","4","birthDate"
"381","0","1","publisher"
"381","0","2","firstPublicationYear"
"381","0","3","impactFactor"
"381","0","4","impactFactorAsOf"
"381","0","5","issn"
"652","0","1","birthPlace"
"652","0","2","debutTeam"
"652","0","3","deathPlace"
"652","0","4","birthDate"
"652","0","5","deathDate"
"1020","0","1","isPartOfMilitaryConflict"
"1020","0","2","place"
"1020","0","3","causalties"
"1190","0","1","spouse"
"1190","0","2","birthPlace"
"1190","0","3","placeOfBurial"
"454","0","1","city"
"454","0","2","city"
"454","0","3","faaLocationIdentifier"
"454","0","4","elevation"
"454","0","5","runwayLength"
"1441","0","1","routeEnd"
"1441","0","2","routeStart"
"1441","0","3","routeNumber"
"182","0","1","province"
"182","0","2","province"
"182","0","3","area"
"886","0","1","governingBody"
"886","0","2","nrhpReferenceNumber"
"886","0","3","added"
"1254","0","1","locatedInArea"
"1254","0","2","locatedInArea"
"1254","0","3","locatedInArea"
"1254","0","4","locatedInArea"
"1910","0","1","subsequentWork"
"1910","0","2","previousWork"
"1910","0","3","numberOfPages"
"1038","0","1","combatant"
"1038","0","2","result"
"1038","0","3","strength"
"1470","0","1","parent"
"1470","0","2","deathPlace"
"1470","0","3","spouse"
"1470","0","4","birthDate"
"1255","0","1","locatedInArea"
"1255","0","2","locatedInArea"
"1255","0","3","locatedInArea"
"1255","0","4","locatedInArea"
"383","0","1","publisher"
"383","0","2","firstPublicationYear"
"383","0","3","impactFactor"
"383","0","4","impactFactorAsOf"
"383","0","5","issn"
"1693","0","1","bronzeMedalist"
"1693","0","2","nextEvent"
"1693","0","3","silverMedalist"
"201","0","1","pubchem"
"201","0","2","iupacName"
"201","0","3","chEBI"
"201","0","4","bioavailability"
"1685","0","1","bronzeMedalist"
"1685","0","2","nextEvent"
"1685","0","3","silverMedalist"
"365","0","1","publisher"
"365","0","2","firstPublicationYear"
"365","0","3","impactFactor"
"365","0","4","impactFactorAsOf"
"365","0","5","issn"
"1574","0","1","producer"
"1574","0","2","musicalArtist"
"1574","0","3","musicalArtist"
"1574","0","4","subsequentWork"
"1574","0","5","aSide"
"194","0","1","province"
"194","0","2","province"
"194","0","3","area"
"1221","0","1","bronzeMedalist"
"1221","0","2","previousEvent"
"1221","0","3","silverMedalist"
"1221","0","4","nextEvent"
"1286","0","1","birthPlace"
"1286","0","2","deathPlace"
"1286","0","3","birthDate"
"1286","0","4","deathYear"
"1286","0","5","birthDate"
"1286","0","6","deathDate"
"1280","0","1","birthPlace"
"1280","0","2","deathPlace"
"1280","0","3","birthDate"
"1280","0","4","deathYear"
"1280","0","5","birthDate"
"1280","0","6","deathDate"
"1304","0","1","author"
"1304","0","2","premiereDate"
"1304","0","3","subjectOfPlay"
"1010","0","1","isPartOfMilitaryConflict"
"1010","0","2","place"
"1010","0","3","causalties"
"1244","0","1","bronzeMedalist"
"1244","0","2","nextEvent"
"1244","0","3","silverMedalist"
"1281","0","1","birthPlace"
"1281","0","2","deathPlace"
"1281","0","3","birthDate"
"1281","0","4","deathYear"
"1281","0","5","birthDate"
"1281","0","6","deathDate"
"913","0","1","governingBody"
"913","0","2","architect"
"913","0","3","yearOfConstruction"
"1023","0","1","isPartOfMilitaryConflict"
"1023","0","2","place"
"1023","0","3","causalties"
"1225","0","1","flagBearer"
"1225","0","2","games"
"1225","0","3","numberOfBronzeMedalsWon"
"1225","0","4","numberOfCompetitors"
"1225","0","5","rankInFinalMedalCount"
"1225","0","6","numberOfSilverMedalsWon"
"1225","0","7","numberOfGoldMedalsWon"
"262","0","1","producer"
"262","0","2","starring"
"262","0","3","basedOn"
"262","0","4","runtime"
"1484","0","1","parent"
"1484","0","2","deathPlace"
"1484","0","3","spouse"
"1484","0","4","birthDate"
"8","0","1","province"
"8","0","2","province"
"8","0","3","province"
"8","0","4","area"
"8","0","5","area"
"1047","0","1","combatant"
"1047","0","2","result"
"1047","0","3","strength"
"1577","0","1","producer"
"1577","0","2","musicalArtist"
"1577","0","3","musicalArtist"
"1577","0","4","subsequentWork"
"1577","0","5","aSide"
"499","0","1","deathPlace"
"499","0","2","formerTeam"
"499","0","3","deathDate"
"499","0","4","draftPick"
"487","0","1","team"
"487","0","2","birthPlace"
"487","0","3","undraftedYear"
"487","0","4","birthDate"
"1083","0","1","militaryBranch"
"1083","0","2","residence"
"1083","0","3","birthDate"
"1442","0","1","routeEnd"
"1442","0","2","routeStart"
"1442","0","3","routeNumber"
"1051","0","1","militaryUnit"
"1051","0","2","almaMater"
"1051","0","3","years"
"647","0","1","birthPlace"
"647","0","2","debutTeam"
"647","0","3","deathPlace"
"647","0","4","birthDate"
"647","0","5","deathDate"
"1449","0","1","routeEnd"
"1449","0","2","routeStart"
"1449","0","3","routeNumber"
"887","0","1","governingBody"
"887","0","2","nrhpReferenceNumber"
"887","0","3","added"
"735","0","1","locatedInArea"
"735","0","2","locatedInArea"
"735","0","3","mainspan"
"1703","0","1","championInSingleMale"
"1703","0","2","championInDoubleMale"
"1703","0","3","championInDoubleFemale"
"712","0","1","nationality"
"712","0","2","birthPlace"
"712","0","3","deathPlace"
"712","0","4","deathDate"
"712","0","5","birthDate"
"654","0","1","birthPlace"
"654","0","2","debutTeam"
"654","0","3","deathPlace"
"654","0","4","birthDate"
"654","0","5","deathDate"
"376","0","1","publisher"
"376","0","2","firstPublicationYear"
"376","0","3","impactFactor"
"376","0","4","impactFactorAsOf"
"376","0","5","issn"
"161","0","1","province"
"161","0","2","province"
"161","0","3","area"
"447","0","1","city"
"447","0","2","city"
"447","0","3","faaLocationIdentifier"
"447","0","4","elevation"
"447","0","5","runwayLength"
"1032","0","1","combatant"
"1032","0","2","result"
"1032","0","3","strength"
"193","0","1","province"
"193","0","2","province"
"193","0","3","area"
"1641","0","1","managerClub"
"1641","0","2","team"
"1641","0","3","birthDate"
"439","0","1","city"
"439","0","2","city"
"439","0","3","faaLocationIdentifier"
"439","0","4","elevation"
"439","0","5","runwayLength"
"1505","0","1","birthPlace"
"1505","0","2","restingPlace"
"1505","0","3","deathDate"
"645","0","1","birthPlace"
"645","0","2","debutTeam"
"645","0","3","deathPlace"
"645","0","4","birthDate"
"645","0","5","deathDate"
"361","0","1","publisher"
"361","0","2","firstPublicationYear"
"361","0","3","impactFactor"
"361","0","4","impactFactorAsOf"
"361","0","5","issn"
"1472","0","1","parent"
"1472","0","2","deathPlace"
"1472","0","3","spouse"
"1472","0","4","birthDate"
"698","0","1","subsequentWork"
"698","0","2","publisher"
"698","0","3","numberOfPages"
"1055","0","1","militaryUnit"
"1055","0","2","almaMater"
"1055","0","3","years"
"128","0","1","birthPlace"
"128","0","2","club"
"128","0","3","birthDate"
"128","0","4","birthDate"
"67","0","1","publisher"
"67","0","2","author"
"67","0","3","lastPublicationDate"
"67","0","4","firstPublicationDate"
"1689","0","1","bronzeMedalist"
"1689","0","2","nextEvent"
"1689","0","3","silverMedalist"
"882","0","1","governingBody"
"882","0","2","nrhpReferenceNumber"
"882","0","3","added"
"1041","0","1","combatant"
"1041","0","2","result"
"1041","0","3","strength"
"1902","0","1","subsequentWork"
"1902","0","2","previousWork"
"1902","0","3","numberOfPages"
"1901","0","1","subsequentWork"
"1901","0","2","previousWork"
"1901","0","3","numberOfPages"
"293","0","1","birthPlace"
"293","0","2","nationality"
"293","0","3","deathDate"
"293","0","4","birthDate"
"1260","0","1","issn"
"1260","0","2","coden"
"1260","0","3","openAccessContent"
"1260","0","4","frequencyOfPublication"
"1214","0","1","bronzeMedalist"
"1214","0","2","previousEvent"
"1214","0","3","silverMedalist"
"1214","0","4","nextEvent"
"1487","0","1","parent"
"1487","0","2","deathPlace"
"1487","0","3","spouse"
"1487","0","4","birthDate"
"1031","0","1","combatant"
"1031","0","2","result"
"1031","0","3","strength"
"707","0","1","subsequentWork"
"707","0","2","publisher"
"707","0","3","numberOfPages"
"200","0","1","pubchem"
"200","0","2","iupacName"
"200","0","3","chEBI"
"200","0","4","bioavailability"
"657","0","1","birthPlace"
"657","0","2","debutTeam"
"657","0","3","deathPlace"
"657","0","4","birthDate"
"657","0","5","deathDate"
"874","0","1","governingBody"
"874","0","2","nrhpReferenceNumber"
"874","0","3","added"
"872","0","1","architect"
"872","0","2","nearestCity"
"872","0","3","area"
"872","0","4","area"
"1211","0","1","bronzeMedalist"
"1211","0","2","previousEvent"
"1211","0","3","silverMedalist"
"1211","0","4","nextEvent"
"388","0","1","restingPlace"
"388","0","2","birthPlace"
"388","0","3","birthDate"
"1540","0","1","deathPlace"
"1540","0","2","deathDate"
"1540","0","3","birthName"
"1483","0","1","parent"
"1483","0","2","deathPlace"
"1483","0","3","spouse"
"1483","0","4","birthDate"
"641","0","1","birthPlace"
"641","0","2","debutTeam"
"641","0","3","deathPlace"
"641","0","4","birthDate"
"641","0","5","deathDate"
"455","0","1","city"
"455","0","2","city"
"455","0","3","faaLocationIdentifier"
"455","0","4","elevation"
"455","0","5","runwayLength"
"700","0","1","subsequentWork"
"700","0","2","publisher"
"700","0","3","numberOfPages"
"1269","0","1","residence"
"1269","0","2","relative"
"1269","0","3","birthName"
"203","0","1","pubchem"
"203","0","2","iupacName"
"203","0","3","chEBI"
"203","0","4","bioavailability"
"1637","0","1","managerClub"
"1637","0","2","team"
"1637","0","3","birthDate"
"534","0","1","nationality"
"534","0","2","birthPlace"
"534","0","3","significantBuilding"
"649","0","1","birthPlace"
"649","0","2","debutTeam"
"649","0","3","deathPlace"
"649","0","4","birthDate"
"649","0","5","deathDate"
"170","0","1","province"
"170","0","2","province"
"170","0","3","area"
"195","0","1","province"
"195","0","2","province"
"195","0","3","area"
"619","0","1","homeport"
"619","0","2","shipLaunch"
"619","0","3","commissioningDate"
"619","0","4","layingDown"
"1444","0","1","routeEnd"
"1444","0","2","routeStart"
"1444","0","3","route"
"1172","0","1","producer"
"1172","0","2","recordedIn"
"1172","0","3","writer"
"1172","0","4","previousWork"
"1172","0","5","recordDate"
"655","0","1","birthPlace"
"655","0","2","debutTeam"
"655","0","3","deathPlace"
"655","0","4","birthDate"
"655","0","5","deathDate"
"1839","0","1","team"
"1839","0","2","draftTeam"
"1839","0","3","birthDate"
"1610","0","1","birthPlace"
"1610","0","2","highestBreak"
"1610","0","3","centuryBreaks"
"1610","0","4","bestFinish"
"1150","0","1","composer"
"1150","0","2","subsequentWork"
"1150","0","3","previousWork"
"51","0","1","birthPlace"
"51","0","2","birthDate"
"51","0","3","deathDate"
"442","0","1","city"
"442","0","2","city"
"442","0","3","faaLocationIdentifier"
"442","0","4","elevation"
"442","0","5","runwayLength"
"705","0","1","subsequentWork"
"705","0","2","publisher"
"705","0","3","numberOfPages"
"448","0","1","city"
"448","0","2","city"
"448","0","3","faaLocationIdentifier"
"448","0","4","elevation"
"448","0","5","runwayLength"
"710","0","1","subsequentWork"
"710","0","2","publisher"
"710","0","3","numberOfPages"
"635","0","2","deathDate"
"721","0","1","locatedInArea"
"721","0","2","locatedInArea"
"721","0","3","mainspan"
"559","0","1","training"
"559","0","2","deathPlace"
"559","0","3","nationality"
"1709","0","1","residence"
"1709","0","2","birthPlace"
"1709","0","3","birthDate"
"1709","0","4","birthDate"
"879","0","1","governingBody"
"879","0","2","nrhpReferenceNumber"
"879","0","3","added"
"1546","0","1","deathPlace"
"1546","0","2","deathDate"
"1546","0","3","birthName"
"1021","0","1","isPartOfMilitaryConflict"
"1021","0","2","place"
"1021","0","3","causalties"
"1585","0","1","recordedIn"
"1585","0","2","previousWork"
"1585","0","3","bSide"
"1585","0","4","certification"
"1402","0","1","facilityId"
"1402","0","2","callsignMeaning"
"1402","0","3","effectiveRadiatedPower"
"1402","0","4","digitalSubChannel"
"699","0","1","subsequentWork"
"699","0","2","publisher"
"699","0","3","numberOfPages"
"1016","0","1","isPartOfMilitaryConflict"
"1016","0","2","place"
"1016","0","3","causalties"
"29","0","1","deathPlace"
"29","0","2","deathDate"
"29","0","3","birthDate"
"1903","0","1","subsequentWork"
"1903","0","2","previousWork"
"1903","0","3","numberOfPages"
"1160","0","1","deathPlace"
"1160","0","2","birthPlace"
"221","0","1","birthPlace"
"221","0","2","deathPlace"
"221","0","3","birthDate"
"221","0","4","deathDate"
"221","0","5","birthDate"
"592","0","1","almaMater"
"592","0","2","deathYear"
"592","0","3","birthName"
"592","0","4","birthDate"
"14","0","1","province"
"14","0","2","province"
"14","0","3","province"
"14","0","4","area"
"14","0","5","area"
"1918","0","1","publisher"
"1918","0","2","illustrator"
"1918","0","3","oclc"
"1081","0","1","militaryBranch"
"1081","0","2","residence"
"1081","0","3","birthDate"
"1853","0","1","producer"
"1853","0","2","narrator"
"1853","0","3","writer"
"1771","0","1","presenter"
"1771","0","2","showJudge"
"1771","0","3","completionDate"
"1171","0","1","producer"
"1171","0","2","recordedIn"
"1171","0","3","writer"
"1171","0","4","previousWork"
"1171","0","5","recordDate"
"653","0","1","birthPlace"
"653","0","2","debutTeam"
"653","0","3","deathPlace"
"653","0","4","birthDate"
"653","0","5","deathDate"
"252","0","1","director"
"252","0","2","previousWork"
"252","0","3","musicComposer"
"276","0","1","creatorOfDish"
"276","0","2","servingTemperature"
"276","0","3","ingredientName"
"1446","0","1","routeEnd"
"1446","0","2","routeStart"
"1446","0","3","route"
"1490","0","1","birthPlace"
"1490","0","2","restingPlace"
"1490","0","3","deathDate"
"1324","0","1","almaMater"
"1324","0","2","deathPlace"
"1324","0","3","deathDate"
"1324","0","4","birthName"
"346","0","1","deathPlace"
"346","0","2","deathDate"
"346","0","3","birthDate"
"1896","0","1","subsequentWork"
"1896","0","2","previousWork"
"1896","0","3","numberOfPages"
"488","0","1","team"
"488","0","2","birthPlace"
"488","0","3","undraftedYear"
"488","0","4","birthDate"
"192","0","1","province"
"192","0","2","province"
"192","0","3","area"
"13","0","1","province"
"13","0","2","province"
"13","0","3","province"
"13","0","4","area"
"13","0","5","area"
"1843","0","1","team"
"1843","0","2","draftTeam"
"1843","0","3","birthDate"
"441","0","1","city"
"441","0","2","city"
"441","0","3","faaLocationIdentifier"
"441","0","4","elevation"
"441","0","5","runwayLength"
"144","0","1","deathPlace"
"144","0","2","birthPlace"
"144","0","3","birthDate"
"144","0","4","birthDate"
"959","0","1","nearestCity"
"959","0","2","areaTotal"
"959","0","3","shoreLength"
"959","0","4","elevation"
"1844","0","1","team"
"1844","0","2","draftTeam"
"1844","0","3","birthDate"
"984","0","1","orderDate"
"984","0","2","shipDraft"
"984","0","3","shipLaunch"
"984","0","4","commissioningDate"
"1646","0","1","managerClub"
"1646","0","2","team"
"1646","0","3","birthDate"
"337","0","1","deathPlace"
"337","0","2","deathDate"
"337","0","3","birthDate"
"140","0","1","deathPlace"
"140","0","2","birthPlace"
"140","0","3","birthDate"
"140","0","4","birthDate"
"1491","0","1","birthPlace"
"1491","0","2","restingPlace"
"1491","0","3","deathDate"
"226","0","1","species"
"226","0","2","family"
"226","0","3","conservationStatus"
"226","0","4","conservationStatusSystem"
"431","0","1","city"
"431","0","2","runwaySurface"
"431","0","3","iataLocationIdentifier"
"451","0","1","city"
"451","0","2","city"
"451","0","3","faaLocationIdentifier"
"451","0","4","elevation"
"451","0","5","runwayLength"
"1131","0","1","elevation"
"1131","0","2","areaTotal"
"1131","0","3","areaLand"
"1131","0","4","areaWater"
"45","0","1","birthPlace"
"45","0","2","birthDate"
"45","0","3","deathDate"
"387","0","1","restingPlace"
"387","0","2","birthPlace"
"387","0","3","birthDate"
"1813","0","1","locatedInArea"
"1813","0","2","locatedInArea"
"1813","0","3","locatedInArea"
"1813","0","4","nationalTopographicSystemMapNumber"
"1893","0","1","subsequentWork"
"1893","0","2","previousWork"
"1893","0","3","numberOfPages"
"787","0","1","architect"
"787","0","2","yearOfConstruction"
"787","0","3","area"
"1898","0","1","subsequentWork"
"1898","0","2","previousWork"
"1898","0","3","numberOfPages"
"1498","0","1","birthPlace"
"1498","0","2","restingPlace"
"1498","0","3","deathDate"
"1240","0","1","bronzeMedalist"
"1240","0","2","nextEvent"
"1240","0","3","silverMedalist"
"1395","0","1","facilityId"
"1395","0","2","callsignMeaning"
"1395","0","3","effectiveRadiatedPower"
"1395","0","4","digitalSubChannel"
"1119","0","1","elevation"
"1119","0","2","areaTotal"
"1119","0","3","areaLand"
"1119","0","4","areaWater"
"377","0","1","publisher"
"377","0","2","firstPublicationYear"
"377","0","3","impactFactor"
"377","0","4","impactFactorAsOf"
"377","0","5","issn"
"666","0","1","team"
"666","0","2","draftTeam"
"666","0","3","birthDate"
"49","0","1","birthPlace"
"49","0","2","birthDate"
"49","0","3","deathDate"
"1500","0","1","birthPlace"
"1500","0","2","restingPlace"
"1500","0","3","deathDate"
"883","0","1","governingBody"
"883","0","2","nrhpReferenceNumber"
"883","0","3","added"
"1232","0","1","bronzeMedalist"
"1232","0","2","nextEvent"
"1232","0","3","silverMedalist"
"1401","0","1","facilityId"
"1401","0","2","callsignMeaning"
"1401","0","3","effectiveRadiatedPower"
"1401","0","4","digitalSubChannel"
"348","0","1","deathPlace"
"348","0","2","deathDate"
"348","0","3","birthDate"
"432","0","1","city"
"432","0","2","runwaySurface"
"432","0","3","iataLocationIdentifier"
"253","0","1","director"
"253","0","2","previousWork"
"253","0","3","musicComposer"
"566","0","1","training"
"566","0","2","deathPlace"
"566","0","3","nationality"
"708","0","1","subsequentWork"
"708","0","2","publisher"
"708","0","3","numberOfPages"
"1224","0","1","flagBearer"
"1224","0","2","games"
"1224","0","3","numberOfBronzeMedalsWon"
"1224","0","4","numberOfCompetitors"
"1224","0","5","rankInFinalMedalCount"
"1224","0","6","numberOfSilverMedalsWon"
"1224","0","7","numberOfGoldMedalsWon"
"466","0","1","recordedIn"
"466","0","2","writer"
"466","0","3","recordDate"
"637","0","1","birthDate"
"637","0","2","deathDate"
"637","0","3","birthDate"
"788","0","1","architect"
"788","0","2","yearOfConstruction"
"788","0","3","area"
"1466","0","1","architect"
"1466","0","2","locatedInArea"
"1466","0","3","locatedInArea"
"1644","0","1","managerClub"
"1644","0","2","team"
"1644","0","3","birthDate"
"1398","0","1","facilityId"
"1398","0","2","callsignMeaning"
"1398","0","3","effectiveRadiatedPower"
"1398","0","4","digitalSubChannel"
"1397","0","1","facilityId"
"1397","0","2","callsignMeaning"
"1397","0","3","effectiveRadiatedPower"
"1397","0","4","digitalSubChannel"
"1496","0","1","birthPlace"
"1496","0","2","restingPlace"
"1496","0","3","deathDate"
"1479","0","1","parent"
"1479","0","2","deathPlace"
"1479","0","3","spouse"
"1479","0","4","birthDate"
"47","0","1","birthPlace"
"47","0","2","birthDate"
"47","0","3","deathDate"
"1664","0","1","family"
"1664","0","2","conservationStatusSystem"
"1664","0","3","conservationStatus"
"46","0","1","birthPlace"
"46","0","2","birthDate"
"46","0","3","deathDate"
